ID,TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,availability,quantity,tag,MATERIALS,image_link,additional_image_link,additional_image_link,additional_image_link,additional_image_link,additional_image_link,additional_image_link,additional_image_link,additional_image_link,additional_image_link,VARIATION 1 TYPE,Variant_Names,VARIANT_VALUES,VARIANT_VALUES 2,VARIANT_VALUES 3,VARIANT_VALUES 4,,Link
PIN_010,"Vibrant KENTE - Laptop Sleeve/ Case_ Device Case (MacBook, Laptops, Tablets) with Ankara / African print Fabric Detail Vegan Leather","More Life More ANKARA. 

This design features our most customisable case for the ultimate unique user. Select from our growing range of beautiful Ankara/ African wax print fabric . With added protection this case uses our heavyweight vegan leather fabric.

1. Select your device size
2. Pick you ankara fabric,
3. Chose the detail positioning  

And your case is ready to order.!!

Optional addition of adding four letter monogram for that additional special touch x
Available for all device, Email for a special request !",20,GBP,in stock,2,"Kente,African_wax_print,laptop_case,laptop_sleeve,device_case,black_business,black_owned,laptop_protection,vegan,leather_laptop_case,africa_fabric,africa_print,laptop_pouch",,https://i.etsystatic.com/22032131/r/il/2235a7/2690256274/il_fullxfull.2690256274_bpl2.jpg,https://i.etsystatic.com/22032131/r/il/cb82a9/2737939285/il_fullxfull.2737939285_id95.jpg,https://i.etsystatic.com/22032131/r/il/b988be/2690252832/il_fullxfull.2690252832_p6kn.jpg,https://i.etsystatic.com/22032131/r/il/697579/2869234534/il_fullxfull.2869234534_lqfc.jpg,https://i.etsystatic.com/22032131/r/il/cb085f/2690265538/il_fullxfull.2690265538_hy83.jpg,https://i.etsystatic.com/22032131/r/il/868116/2964912891/il_fullxfull.2964912891_q1m6.jpg,https://i.etsystatic.com/22032131/r/il/6d51bf/2964912123/il_fullxfull.2964912123_l5yj.jpg,https://i.etsystatic.com/22032131/r/il/f618c7/2737953529/il_fullxfull.2737953529_4mf2.jpg,https://i.etsystatic.com/22032131/r/il/f1e75a/2737945695/il_fullxfull.2737945695_i8pg.jpg,https://i.etsystatic.com/22032131/r/il/d020b2/2737960873/il_fullxfull.2737960873_pdiz.jpg,Size,Size,"13,13 Mac Pro,14,15,15 Mac Book Pro,16,17,iPad Pro 11,iPad Mini,iPad 2// 3",Finish,Finish,"Design option 1,Design Option 2,Design Option 3",,https://www.bijoucreates.co.uk/product-page/vibrant-kente-laptop-sleeve-case-device-case
PIN_011,Super soft silky satin face masks! Washable and reusable with Filter Paper,"Shop our new range of satin Face-masks for a new everyday Luxury! 

These new mask are a must have staple. With our range of pastel romantic colours this super soft fabric feels super comfortable and lightweight on the skin. 
These masks feature  our three colour options of gold, rose and black. They all include a black satin backing to avoid make up stains during use.

These colours will go well with every look and are great to use in the daytime and to integrate into a more luxury evening look. Take this with you and wear from day to night. 
It's hand washable, sustainable and double layered making it super breathable to wear for continous use.

These masks include an adhesive metal strip to add if wanted or not for a smooth fabric feel. Mask include filter pocket. Buy with filter paper if wanted to  give added protection.  

PRODUCT INFO

These masks are made to a standard size but it is possible for me to slightly adjust masks to make them slightly large or smaller on request. These masks come with adjusable straps to allow users to have maximum comfortability. 

size: Width (ear to ear) 20 cm // 7.9""
Height (nose to chin) 13 cm // 5.1""


POSTAGE

Free first Class Royal Mail shipping with this item. No tracking available with standard / free delivery Profile. 
Upgrade shipping option for tracking options 

SOCIALS

Thank you so much for all the support and growth in my brand✨✨
To see behind the scenes, watch and discover the design and making of my items and learn more about BijouCREATES you can find @BijouCREATRS on Instagram and Facebook. Here you can be part of my journey as a young independent designer. I would love for you to follow and support me on my adventure of growing my small business. I also LOVE to see where my creations find homes, so please do tag @BijouCreates in your posts and stories!
Please feel free to message for any further enquires and check out our shop for our full range of masks!",6.5,GBP,in stock,16,"satin_face_mask,luxury_face_mask,mask_filter_paper,black_owned,personal_care,satin_mask,black_business,filter_pocket,face_mask,africa_mask,black_own,black_own_shop,Africa_face_mask",,https://i.etsystatic.com/22032131/r/il/8ac93c/3356056732/il_fullxfull.3356056732_lcec.jpg,https://i.etsystatic.com/22032131/r/il/4ead84/2995488138/il_fullxfull.2995488138_10sv.jpg,https://i.etsystatic.com/22032131/r/il/7e87ad/3043201089/il_fullxfull.3043201089_t2pg.jpg,https://i.etsystatic.com/22032131/r/il/29bbf3/2995488496/il_fullxfull.2995488496_r3sl.jpg,https://i.etsystatic.com/22032131/r/il/af4640/2995488608/il_fullxfull.2995488608_252c.jpg,https://i.etsystatic.com/22032131/r/il/56acbe/3281857708/il_fullxfull.3281857708_24ff.jpg,https://i.etsystatic.com/22032131/r/il/38e9a3/3403745631/il_fullxfull.3403745631_qe82.jpg,https://i.etsystatic.com/22032131/r/il/e6ee54/3356054562/il_fullxfull.3356054562_qdcm.jpg,https://i.etsystatic.com/22032131/r/il/47458e/3356054772/il_fullxfull.3356054772_pw7x.jpg,https://i.etsystatic.com/22032131/r/il/56cbf8/3328267210/il_fullxfull.3328267210_ocvt.jpg,Colour,Primary colour,"Black,Gold,Rose Pink,Deep Purple,Champagne,Lilac,Toffee",Custom Property,Filter Paper,"NO Filter Paper,1 Piece,2 pieces,3 pieces",,https://www.bijoucreates.co.uk/product-page/satin-face-masks
PIN_012,Face Mask 100% Cotton -Pack of 2 with filter sheets and internal metal nose plate (Wedding Flowers ANKARA),"Explore BijouCREATES_ Face masks!

Get ready to brace the world with our extended range of face masks!  These options feature beautiful West African print fabrics 

 There is an internal pocket which allows for filter paper to be inserted inside for another layer of protection. With our 100% Cotton mask, this is our most breathable design yet! 

With an excellent facial fit get a perfect feel with the adjustable nose plate and elastic straps to really make your mask secure and comfortable to wear throughout the day. With our double pack, get two so you always have one avalible to switch our. 
Our beautiful fabric is authentic wax African print fabric, these vibrant design integrate wonderfully into everyday attire, and also add a pop for a more special feel. 
These masks come with a black cotton internal lining which is great for any of our ladies worried about staining the inside, or the colours wearing over time! 

PRODUCT INFO

These masks are made to a standard size but it is possible for me to slightly adjust masks to make them slightly large or smaller on request. These masks come with adjusable straps to allow users to have maximum comfortability. 

size: Width (ear to ear) 20 cm // 7.9""
Height (nose to chin) 13 cm // 5.1""


SOCIALS

Thank you so much for all the support and growth in my brand✨✨
To see behind the scenes, watch and discover the design and making of my items and learn more about BijouCREATES you can find @BijouCREATRS on Instagram and Facebook. Here you can be part of my journey as a young independent designer. I would love for you to follow and support me on my adventure of growing my small business. I also LOVE to see where my creations find homes, so please do tag @BijouCreates in your posts and stories!
Pack includes two printed face masks with nose plate, 2 pieces of filter paper and replacement adhesive nose strip!",12,GBP,in stock,3,"face_mask,mask,face_mask_filter,filter_paper,African_print_fabric,ankara,wax_print,black_bussiness,black_owned,floral_print,unisex,african,cotton_face_mask",,https://i.etsystatic.com/22032131/r/il/40c2ff/2762825935/il_fullxfull.2762825935_3hyl.jpg,https://i.etsystatic.com/22032131/r/il/77bc3e/2715089664/il_fullxfull.2715089664_1n9o.jpg,https://i.etsystatic.com/22032131/r/il/505e37/2869932362/il_fullxfull.2869932362_rlav.jpg,https://i.etsystatic.com/22032131/r/il/904ed6/2869930848/il_fullxfull.2869930848_rcrl.jpg,https://i.etsystatic.com/22032131/r/il/1e705f/2762775095/il_fullxfull.2762775095_iol3.jpg,https://i.etsystatic.com/22032131/r/il/5f5966/2762770631/il_fullxfull.2762770631_d8t3.jpg,https://i.etsystatic.com/22032131/r/il/f445f9/2762778901/il_fullxfull.2762778901_kv6f.jpg,https://i.etsystatic.com/22032131/r/il/3a6432/2715165404/il_fullxfull.2715165404_h73u.jpg,,,,,,,,,,https://www.bijoucreates.co.uk/product-page/face-mask-100-cotton-pack-of-2
PIN_013,Face Mask_African Print Ankara/kente Fabric,"Tough times never last But Tough people do.

Get ready to brace the world with our Ankara print masks. Designed with  cotton wax print/ Ankara fabric to be breathable. This mask features an internal pocket which allow you to insert filter paper inside mask for another layer of added protection. The mask has a malleable metal nose strip to allow you to bend the mask to fit around your face to allow the mask to have a snug fit.

Each Mask comes with one piece of filter paper included.

Choose from our two design options, 
Option 1 for the bold, fun, full ankara print mask, or
Option 2 for a more minimalist appearance with an Ankara detail

PRODUCT INFO

These masks are made to a standard size but it is possible for me to slightly adjust masks to make them slightly large or smaller on request. These masks come with adjusable straps to allow users to have maximum comfortability. 

size: Width (ear to ear) 20 cm // 7.9""
Height (nose to chin) 13 cm // 5.1""


SOCIALS

Thank you so much for all the support and growth in my brand✨✨
To see behind the scenes, watch and discover the design and making of my items and learn more about BijouCREATES you can find @BijouCREATRS on Instagram and Facebook. Here you can be part of my journey as a young independent designer. I would love for you to follow and support me on my adventure of growing my small business. I also LOVE to see where my creations find homes, so please do tag @BijouCreates in your posts and stories!",6.5,GBP,in stock,20,"ankara,kente,ankara_mask,Kente_Mask,African_fabric,african_face_mask,wax_print_face_mask,face_mask,face_covering,africa_print_mask,Black_owned,black_owned_business,africa_fabric",,https://i.etsystatic.com/22032131/r/il/f98aab/2374518664/il_fullxfull.2374518664_5hws.jpg,https://i.etsystatic.com/22032131/r/il/968951/2762486435/il_fullxfull.2762486435_jyn8.jpg,https://i.etsystatic.com/22032131/r/il/405bb1/2805772727/il_fullxfull.2805772727_991l.jpg,https://i.etsystatic.com/22032131/r/il/0d4199/2762518413/il_fullxfull.2762518413_56sj.jpg,https://i.etsystatic.com/22032131/r/il/b582fa/2714838824/il_fullxfull.2714838824_ojv4.jpg,https://i.etsystatic.com/22032131/r/il/98398d/2762518717/il_fullxfull.2762518717_k0go.jpg,https://i.etsystatic.com/22032131/r/il/34dc56/2714839118/il_fullxfull.2714839118_spit.jpg,https://i.etsystatic.com/22032131/r/il/a47661/2714839510/il_fullxfull.2714839510_1j1h.jpg,https://i.etsystatic.com/22032131/r/il/393bfe/2409085587/il_fullxfull.2409085587_8lu2.jpg,https://i.etsystatic.com/22032131/r/il/bf7411/2409085585/il_fullxfull.2409085585_i4ar.jpg,Secondary colour,Secondary colour,"Violet Floral Ankara,kente regal,black and white,brown cross,multi mix,red weave,turquoise shell",Custom Property,Design Option,"Design Option 1,Design Option 2",,https://www.bijoucreates.co.uk/product-page/face-mask-african-print-ankara-kente-fabric
PIN_014,Tote Bag 100% Cotton canvas African Wax print fabric (Reversible and Double layered ),"Shop our beautiful everyday tote bag!

This bag is great for use on the go, shopping and so much more!
It comes in various print options and is fully lined.
This bag us also fully reversible
One side for a bold statement print look and turn inside out for a minimalistic causal look with the fabric detail across the top. 

This bag is reusable and uses heavy weight fabric. It is washable and suitable for all genders!



FEATURES

Material: 
It is 100% cotton and uses heavy weight authentic African print fabric, and it ethically handmade.

All fabrics are cut by hand, so the precise placement of prints will always be unique to every order.


Measurements: 
Bag 38cm x 36cm I 14.9"" x 14.2""
Long handles 65cm | 25.5""
Total bag hanging from shoulder is approx. 72cm | 28.3""

Wash cold or at 30°C to maintain vibrant colours. Air dry. 

SHIPPING

Your item will be made within 1-2 weeks (excluding weekends and UK public holidays). Once ready to be shipped, you will receive an email notification so that you know to expect your package within another approximately:

UK: 1-2 working days
Europe: 3-8 working days
USA: 5-10 working days
Rest of this beautiful world: 5-12 working days

Please note that these timings are Royal Mail estimates outside of peak seasons.

All our orders are lovingly wrapped in white tissue paper and a protective clear wrap, tied with ribbon.
 
SOCIALS

Thank you so much for all the support and growth in my brand✨✨
To see behind the scenes, watch and discover the design and making of my items and learn more about BijouCREATES you can find @BijouCREATRS on Instagram and Facebook. Here you can be part of my journey as a young independent designer.  I would love for you to follow and support me on my adventure of growing my small business. I also LOVE to see where my creations find homes, so please do tag @BijouCreates in your posts and stories!",12.5,GBP,in stock,6,"tote_bag,canvas_bag,cotton_bag,african_fabric,reversible_bag,natural_cotton_bag,bag_for_life,shopping_bag,bags_and_purses,school_bag,reusable_bag,tote_bag_canvas",,https://i.etsystatic.com/22032131/r/il/9df532/3050259620/il_fullxfull.3050259620_gppx.jpg,https://i.etsystatic.com/22032131/r/il/293b57/3097990399/il_fullxfull.3097990399_5xb9.jpg,https://i.etsystatic.com/22032131/r/il/dd2d70/3050260412/il_fullxfull.3050260412_i8av.jpg,https://i.etsystatic.com/22032131/r/il/ff939f/3050260542/il_fullxfull.3050260542_5ced.jpg,https://i.etsystatic.com/22032131/r/il/ba8aae/3097990687/il_fullxfull.3097990687_2kay.jpg,https://i.etsystatic.com/22032131/r/il/19fe02/3043585869/il_fullxfull.3043585869_6g9j.jpg,https://i.etsystatic.com/22032131/r/il/0df9d3/2995846648/il_fullxfull.2995846648_5499.jpg,https://i.etsystatic.com/22032131/r/il/0e69cf/3043521977/il_fullxfull.3043521977_azzo.jpg,https://i.etsystatic.com/22032131/r/il/58e18f/2995809068/il_fullxfull.2995809068_hiip.jpg,https://i.etsystatic.com/22032131/r/il/6b3b3d/2995809150/il_fullxfull.2995809150_2f8c.jpg,Colour,Primary colour,"Regal Moment,Afro Geometric,Checkmate,Soul Flows",,,,,https://www.bijoucreates.co.uk/product-page/tote-bag-100-cotton-canvas
PIN_015,African Ankara Print Handheld Folding Hand Fan-  Violet Ankara,"Introducing BijouCREATES luxury handmade fan! Embrace summer, boss mood and African inspired glamour with these authentic print fans. Turn heads with this beautiful accessory. Fantastic for gifts, home decor and a statement piece with an outfit.

Fits into your purse perfectly once folded, and is crisp and interfaced to create a sturdy long-lasting and wonderfully unique item.
Add a matching face mask to this product for a stunning co-ord show stopping look

All fabrics are cut by hand, so the precise placement of prints will always be unique to every order.

FEATURES

Material: 100% cotton, wax print fabrics & Vegan Leather 

Measurements: 
Total opened length: 35 cm 
Folded length : 24 cm 
Open fan radius: 13.5 cm 

Do not machine wash, please wipe down with slightly damp cloth to clean.

SHIPPING

Your item will be made within 1 week (excluding weekends and UK public holidays). Once ready to be shipped, you will receive an email notification so that you know to expect your package within another approximately:

UK: 1-2 working days
Europe: 3-8 working days
USA: 5-10 working days
Rest of this beautiful world: 5-12 working days

Please note that these timings are Royal Mail estimates outside of peak seasons.

All orders are neatly wrapped in white tissue paper and a wax print ribbon. Gift wrapping is also available at checkout
 
SOCIALS

To see behind the scenes and learn more about BijouCREATES you can find @BijouCREATES on Instagram, Tiki's Tok and Facebook. I also LOVE to see where my creations find homes, so please do tag @BijouCreates in your posts and stories!


Please message me from any questions or enquires.",18,GBP,in stock,3,"fan,African_print,african_fabric,black_owned,hand_fan,fashion_accessories,foldable_fan,Ankara_fan,leather_fan,ethical,gifts,handmade,black_owned_shop",Fabric,https://i.etsystatic.com/22032131/r/il/4bff25/3120340190/il_fullxfull.3120340190_4iv0.jpg,https://i.etsystatic.com/22032131/r/il/230b27/3168068587/il_fullxfull.3168068587_me92.jpg,https://i.etsystatic.com/22032131/r/il/2bb041/3168068661/il_fullxfull.3168068661_gg2m.jpg,https://i.etsystatic.com/22032131/r/il/a08fa8/3120355216/il_fullxfull.3120355216_5uif.jpg,https://i.etsystatic.com/22032131/r/il/478347/3120340084/il_fullxfull.3120340084_3idg.jpg,https://i.etsystatic.com/22032131/r/il/9bf602/3120354162/il_fullxfull.3120354162_l19q.jpg,,,,,Custom Property,Product option,"Fan ONLY,Fan & Face Mask",,,,,https://www.bijoucreates.co.uk/product-page/fan-violet-ankara
PIN_016,African Ankara Print Handheld Folding Hand Fan-  Blue Ankara,"Introducing BijouCREATES luxury handmade fan! Embrace summer, boss mood and African inspired glamour with these authentic print fans. Turn heads with this beautiful accessory. Fantastic for gifts, home decor and a statement piece with an outfit.

Fits into your purse perfectly once folded, and is crisp and interfaced to create a sturdy long-lasting and wonderfully unique item.
Add a matching face mask to this product for a stunning co-ord show stopping look

All fabrics are cut by hand, so the precise placement of prints will always be unique to every order.

FEATURES

Material: 100% cotton, wax print fabrics & Vegan Leather 

Measurements: 
Total opened length: 35 cm 
Folded length : 24 cm 
Open fan radius: 13.5 cm 

Do not machine wash, please wipe down with slightly damp cloth to clean.

SHIPPING

Your item will be made within 1 week (excluding weekends and UK public holidays). Once ready to be shipped, you will receive an email notification so that you know to expect your package within another approximately:

UK: 1-2 working days
Europe: 3-8 working days
USA: 5-10 working days
Rest of this beautiful world: 5-12 working days

Please note that these timings are Royal Mail estimates outside of peak seasons.

All orders are neatly wrapped in white tissue paper and a wax print ribbon. Gift wrapping is also available at checkout
 
SOCIALS

To see behind the scenes and learn more about BijouCREATES you can find @BijouCREATES on Instagram, Tiki's Tok and Facebook. I also LOVE to see where my creations find homes, so please do tag @BijouCreates in your posts and stories!


Please message me from any questions or enquires.",18,GBP,in stock,3,"fan,African_print,african_fabric,black_owned,hand_fan,fashion_accessories,foldable_fan,Ankara_fan,leather_fan,ethical,gifts,handmade,black_owned_shop",Fabric,https://i.etsystatic.com/22032131/r/il/e8c8c6/3168032631/il_fullxfull.3168032631_lp8m.jpg,https://i.etsystatic.com/22032131/r/il/887f5b/3168022477/il_fullxfull.3168022477_o8x8.jpg,https://i.etsystatic.com/22032131/r/il/8f1e75/3168035977/il_fullxfull.3168035977_5372.jpg,https://i.etsystatic.com/22032131/r/il/c3d0e4/3120313208/il_fullxfull.3120313208_a01o.jpg,https://i.etsystatic.com/22032131/r/il/c1244e/3168022851/il_fullxfull.3168022851_nir4.jpg,https://i.etsystatic.com/22032131/r/il/26b2c3/3120334886/il_fullxfull.3120334886_sbc7.jpg,,,,,Custom Property,Product Type,"Fan ONLY,Fan & Face mask",,,,,https://www.bijoucreates.co.uk/product-page/fan-blue-ankara
PIN_017,"Laptop Sleeve/ Case_ Device Case (MacBook, Laptops, Tablets) with Ankara / African print Fabric Detail","More Life More ANKARA. 

This design features our most customisable case for the ultimate unique user. Select from our growing range of beautiful Ankara/ African wax print fabric . With added protection this case uses our heavyweight vegan leather fabric.

1. Select your device size
2. Pick you ankara fabric,
3. Chose the detail positioning  

And your case is ready to order.!!

Optional addition of adding four letter monogram for that additional special touch x
Available for all device, Email for a special request !",20,GBP,in stock,1,"Ankara,Kente,Vegan_leather,African_wax_print,laptop_case,laptop_sleeve,device_case,black_business,black_owned,sierra_leone,West_Africa,laptop_protection,device_protection",,https://i.etsystatic.com/22032131/r/il/8b7169/2690316580/il_fullxfull.2690316580_l7n8.jpg,https://i.etsystatic.com/22032131/r/il/074d40/2738003745/il_fullxfull.2738003745_7dkl.jpg,https://i.etsystatic.com/22032131/r/il/d6fd1e/2690317164/il_fullxfull.2690317164_32vy.jpg,https://i.etsystatic.com/22032131/r/il/1a655f/2738006681/il_fullxfull.2738006681_ak95.jpg,https://i.etsystatic.com/22032131/r/il/3eaac3/2690324128/il_fullxfull.2690324128_6nnh.jpg,https://i.etsystatic.com/22032131/r/il/ecba09/2690324490/il_fullxfull.2690324490_g5os.jpg,https://i.etsystatic.com/22032131/r/il/7ce205/2737962035/il_fullxfull.2737962035_s6pb.jpg,,,,Size,Size,"13,13 Mac Pro,14,15,15 Mac Book Pro,16,17,iPad Pro 11,iPad Mini,iPad 2// 3",Finish,Finish,"Design option 1,Design Option 2,Design Option 3",,https://www.bijoucreates.co.uk/product-page/brown-cross-device-case
PIN_018,Luxury Triangle Ankara Bag / handbag / evening bag- Kente Print,"NEW DESIGNS INCOMING🎉🎉

Get Ready for these brand new luxury Triangle Evening Bags.  Get ready to stop the show and make an impact with these authentic Ankara handmade event bags.  These luxury bags use vegan leather with a beautiful 100% cotton floral Ankara print fabric and a magnetic fastening closure.  With great internal storage space and lightweight feel this bag is sure to be a knock out moment. This bag also included a ceros body chain to extend strap.



FEATURES

Material: 100% cotton, wax print fabrics & Vegan Leather 

Measurements:
 
Side length : 25 cm
side length:  22cm 
Depth: 9 cm 

Do not machine wash, please wipe down with slightly damp cloth to clean.

SHIPPING

Your item will be made within 1 week (excluding weekends and UK public holidays). Once ready to be shipped, you will receive an email notification so that you know to expect your package within another approximately:

UK: 1-2 working days
Europe: 3-8 working days
USA: 5-10 working days
Rest of this beautiful world: 5-12 working days

Please note that these timings are Royal Mail estimates outside of peak seasons.

All orders are neatly wrapped in white tissue paper and a wax print ribbon. Gift wrapping is also available at checkout
 
SOCIALS

To see behind the scenes and learn more about BijouCREATES you can find @BijouCREATES on Instagram, Tiki's Tok and Facebook. I also LOVE to see where my creations find homes, so please do tag @BijouCreates in your posts and stories!


Please message me from any questions or enquires.",21.5,GBP,in stock,4,"Ankara_bag,kente_bag,evening_bag,handbag,occasion_wear,african_wax_print,wax_print_bag,african_fabric_bag,modern_handbags,floral_bags,floral_prints,christmas_gifts,women_Christmas_gift",,https://i.etsystatic.com/22032131/r/il/674eed/3543891597/il_fullxfull.3543891597_8g86.jpg,https://i.etsystatic.com/22032131/r/il/d43617/3496247112/il_fullxfull.3496247112_4luf.jpg,https://i.etsystatic.com/22032131/r/il/2c9278/3496247116/il_fullxfull.3496247116_hjbw.jpg,https://i.etsystatic.com/22032131/r/il/77cb98/3496247114/il_fullxfull.3496247114_alib.jpg,https://i.etsystatic.com/22032131/r/il/879834/3543879415/il_fullxfull.3543879415_jp3i.jpg,https://i.etsystatic.com/22032131/r/il/28550b/3543889983/il_fullxfull.3543889983_9q9w.jpg,https://i.etsystatic.com/22032131/r/il/d50bb4/3543889989/il_fullxfull.3543889989_3ywn.jpg,https://i.etsystatic.com/22032131/r/il/a11314/3543890153/il_fullxfull.3543890153_szgi.jpg,https://i.etsystatic.com/22032131/r/il/2869c2/3543890141/il_fullxfull.3543890141_lley.jpg,https://i.etsystatic.com/22032131/r/il/4d0e4f/3543889971/il_fullxfull.3543889971_tnst.jpg,,,,,,,,https://www.bijoucreates.co.uk/product-page/trinity-moment-kente
PIN_019,Luxury Triangle Ankara Bag / handbag / evening bag,"NEW DESIGNS INCOMING🎉🎉

Get Ready for these brand new luxury Triangle Evening Bags.  Get ready to stop the show and make an impact with these authentic Ankara handmade event bags.  These luxury bags use vegan leather with a beautiful 100% cotton floral Ankara print fabric and a magnetic fastening closure.  With great internal storage space and lightweight feel this bag is sure to be a knock out moment. This bag also included a ceros body chain to extend strap.



FEATURES

Material: 100% cotton, wax print fabrics & Vegan Leather 

Measurements:
 
Side length : 25 cm
side length:  22cm 
Depth: 9 cm 

Do not machine wash, please wipe down with slightly damp cloth to clean.

SHIPPING

Your item will be made within 1 week (excluding weekends and UK public holidays). Once ready to be shipped, you will receive an email notification so that you know to expect your package within another approximately:

UK: 1-2 working days
Europe: 3-8 working days
USA: 5-10 working days
Rest of this beautiful world: 5-12 working days

Please note that these timings are Royal Mail estimates outside of peak seasons.

All orders are neatly wrapped in white tissue paper and a wax print ribbon. Gift wrapping is also available at checkout
 
SOCIALS

To see behind the scenes and learn more about BijouCREATES you can find @BijouCREATES on Instagram, Tiki's Tok and Facebook. I also LOVE to see where my creations find homes, so please do tag @BijouCreates in your posts and stories!


Please message me from any questions or enquires.",21.5,GBP,in stock,4,"Ankara_bag,kente_bag,evening_bag,handbag,occasion_wear,african_wax_print,wax_print_bag,african_fabric_bag,modern_handbags,floral_bags,floral_prints,christmas_gifts,women_Christmas_gift",,https://i.etsystatic.com/22032131/r/il/ffb2ea/3496194904/il_fullxfull.3496194904_ceni.jpg,https://i.etsystatic.com/22032131/r/il/4d0770/3543840727/il_fullxfull.3543840727_nwll.jpg,https://i.etsystatic.com/22032131/r/il/e6dfa1/3543840725/il_fullxfull.3543840725_l6gd.jpg,https://i.etsystatic.com/22032131/r/il/ed5eab/3496197992/il_fullxfull.3496197992_tw4j.jpg,https://i.etsystatic.com/22032131/r/il/93bcae/3496198000/il_fullxfull.3496198000_s3tv.jpg,https://i.etsystatic.com/22032131/r/il/7fe16c/3543840731/il_fullxfull.3543840731_7dmq.jpg,https://i.etsystatic.com/22032131/r/il/5d19d0/3496198004/il_fullxfull.3496198004_954a.jpg,https://i.etsystatic.com/22032131/r/il/879834/3543879415/il_fullxfull.3543879415_jp3i.jpg,https://i.etsystatic.com/22032131/r/il/cacdf9/3496236466/il_fullxfull.3496236466_tfuu.jpg,,,,,,,,,https://www.bijoucreates.co.uk/product-page/trinity-moment-midnight-floral
PIN_020,"Golden & Rouge Fleurs - Laptop Sleeve/ Case_ Device Case (MacBook, Laptops, Tablets) with Ankara / African print Fabric (100% Cotton)","BijouCREATES introduces wedding flowers Ankara print Laptop case !

This design features This beautiful warm floral print which is 100% Cotton. Great for professional use in the workplace, university or anywhere and fantastic for a unique and special gifting idea.
This sleek design features a heavy weight vegan leather fabric, with beautiful Ankara lining reveal. with an internal storage pocket and padded interior ensure great protection for your device.

Pick your case design positioning form our three  options. 
Don't forget to add your initials for that extra special touch !

Optional addition of adding four letter monogram for that additional special touch x
Available for all device, Email for a special request and send a message with device Info after ordered to ensure a great fit for your case!",20,GBP,in stock,2,"Ankara,Kente,Vegan_leather,African_wax_print,laptop_case,laptop_sleeve,device_case,black_business,black_owned,laptop_protection,wedding_flowers,african_fabric,MacBook_case",,https://i.etsystatic.com/22032131/r/il/fb2864/2847014994/il_fullxfull.2847014994_4b7k.jpg,https://i.etsystatic.com/22032131/r/il/ded31f/2894646533/il_fullxfull.2894646533_k8uh.jpg,https://i.etsystatic.com/22032131/r/il/3d692c/2894646615/il_fullxfull.2894646615_3zjf.jpg,https://i.etsystatic.com/22032131/r/il/dbf87e/2894646719/il_fullxfull.2894646719_30q5.jpg,https://i.etsystatic.com/22032131/r/il/c6b01f/2930961633/il_fullxfull.2930961633_mntz.jpg,https://i.etsystatic.com/22032131/r/il/5adbc2/2894644367/il_fullxfull.2894644367_azde.jpg,https://i.etsystatic.com/22032131/r/il/e9d571/2894644833/il_fullxfull.2894644833_gri5.jpg,https://i.etsystatic.com/22032131/r/il/f7a058/2846995232/il_fullxfull.2846995232_1yg4.jpg,https://i.etsystatic.com/22032131/r/il/666d3e/2930961727/il_fullxfull.2930961727_4n7z.jpg,https://i.etsystatic.com/22032131/r/il/c85ea1/2690275370/il_fullxfull.2690275370_4dqo.jpg,Size,Size,"13,13 Mac Pro,14,15,15 Mac Book Pro,16,17,iPad Pro 11,iPad Mini,iPad 2// 3",Finish,Finish,"Design option 1,Design Option 2,Design Option 3",,https://www.bijoucreates.co.uk/product-page/rolls-royce-fleurs-100-cotton-device-case
PIN_021,"Shoulder Bag _ Handmade/ 90's style/ Y2K/ Authentic Kente, African Print / Vegan Leather","Its all about fashion accessories, with this new stream line shoulder bag by BijouCREATES! Show some individuality, and inject some heat back into your look with these beautiful west African influences on this bag.

With a light weight, compact design this bag is can be used on the go, dress it up and down formal events and causal with the unique statement look.
Made with vegan leather and 100% authentic African print. Pick from our design fabric options for your beautiful bag! Please feel free to message for enquiries x",18,GBP,in stock,3,"shoulder_bag,african_bag,Africa_prints,kente,ankara,baguette_bag,black_owned,Africa_fashion,bags_and_purses,handbags,2000's,accessories,Y2K_Style",,https://i.etsystatic.com/22032131/r/il/3cd1fa/2998615000/il_fullxfull.2998615000_30nr.jpg,https://i.etsystatic.com/22032131/r/il/a2e486/2998615666/il_fullxfull.2998615666_squa.jpg,https://i.etsystatic.com/22032131/r/il/a49a63/2887267938/il_fullxfull.2887267938_dh3j.jpg,https://i.etsystatic.com/22032131/r/il/98034c/2797153888/il_fullxfull.2797153888_anv8.jpg,https://i.etsystatic.com/22032131/r/il/49c15c/2797151202/il_fullxfull.2797151202_o3m5.jpg,https://i.etsystatic.com/22032131/r/il/95364e/2756102348/il_fullxfull.2756102348_co5l.jpg,https://i.etsystatic.com/22032131/r/il/9bad30/2457553513/il_fullxfull.2457553513_fipb.jpg,https://i.etsystatic.com/22032131/r/il/c4ec98/2409920768/il_fullxfull.2409920768_h4m5.jpg,https://i.etsystatic.com/22032131/r/il/3ed20a/2844822521/il_fullxfull.2844822521_ngm7.jpg,https://i.etsystatic.com/22032131/r/il/dc2e00/2844828315/il_fullxfull.2844828315_i0bf.jpg,,,,,,,,https://www.bijoucreates.co.uk/product-page/shoulder-bag-2
